fight_id,event_id,fighter_name,fighter_id,kd,sig_str_landed,sig_str_atmpted,sig_str_acc,total_str_landed,total_str_atmpted,total_str_acc,td_landed,td_atmpted,td_acc,sub_att,ctrl,head_landed,head_atmpted,head_acc,body_landed,body_atmpted,body_acc,leg_landed,leg_atmpted,leg_acc,dist_landed,dist_atmpted,dist_acc,clinch_landed,clinch_atmpted,clinch_acc,ground_landed,ground_atmpted,ground_acc,landed_head_per,landed_body_per,landed_leg_per,landed_dist_per,landed_clinch_per,landed_ground_per,corner
d14fea43712707f0,6e380a4d73ab4f0e,Benoit Saint Denis,c2299ec916bc7c56,0,17,38,44,37,61,61,3,10,30,1,278,9,26,35,8,12,67,0,0,,9,26,35,3,3,100,5,9,56,52,47,0,52,17,29,R
5bcd8abf6da01dae,6e380a4d73ab4f0e,Nassourdine Imavov,881bf86d4cba8578,0,81,162,50,89,170,52,0,0,,0,29,53,118,45,14,26,54,14,18,78,79,160,49,2,2,100,0,0,,65,17,17,97,2,0,R
0149e875b31e57f8,6e380a4d73ab4f0e,Modestas Bukauskas,476fe566d2df676e,0,22,36,61,29,44,66,0,0,,0,110,18,30,60,0,0,,4,6,67,10,17,59,0,0,,12,19,63,81,0,18,45,0,54,R
69b31593175f77ec,6e380a4d73ab4f0e,Bolaji Oki,4bdedbdeedff7d1d,1,38,99,38,40,101,40,0,1,0,0,21,26,76,34,8,19,42,4,4,100,34,85,40,0,0,,4,14,28,68,21,10,89,0,10,R
a47123ae6e048f11,6e380a4d73ab4f0e,Axel Sola,1d2d98ddd05b38fb,1,45,105,42,52,114,46,1,4,25,0,185,40,94,43,5,11,45,0,0,,36,94,38,5,7,71,4,4,100,88,11,0,80,11,8,R
4080b4310d82b42d,6e380a4d73ab4f0e,Oumar Sy,46e2011d92463b7e,0,17,43,39,21,49,43,2,4,50,0,208,14,38,37,0,1,0,3,4,75,4,11,36,0,0,,13,32,41,82,0,17,23,0,76,R
b53031bf4bd0a330,6e380a4d73ab4f0e,William Gomis,e1d40e8782d80bc2,0,49,114,42,66,132,50,2,2,100,0,57,19,69,28,17,29,59,13,16,81,37,102,36,12,12,100,0,0,,38,34,26,75,24,0,R
23dbe713c4294c66,6e380a4d73ab4f0e,Marcin Tybura,c9cf753cfdf77fc2,0,4,9,44,8,15,53,0,0,,0,78,1,5,20,3,4,75,0,0,,2,7,28,2,2,100,0,0,,25,75,0,50,50,0,R
5cd2dd6075fadcce,6e380a4d73ab4f0e,Harry Hardwick,2dbc60c52de126d8,0,8,23,34,8,23,35,0,0,,0,0,6,18,33,0,3,0,2,2,100,8,23,35,0,0,,0,0,,75,0,25,100,0,0,R
d56a59a4c79cf515,6e380a4d73ab4f0e,Andreas Gustafsson,2caf993f53541fa1,0,5,19,26,5,19,26,0,0,,0,0,4,18,22,1,1,100,0,0,,4,18,22,1,1,100,0,0,,80,20,0,80,20,0,R
420211200a35c1d1,6e380a4d73ab4f0e,Sam Patterson,8b6e5dc2ba1edbe7,0,25,48,52,25,48,52,0,0,,0,0,21,43,49,0,1,0,4,4,100,25,48,52,0,0,,0,0,,84,0,16,100,0,0,R
b3253e2c2d111030,6e380a4d73ab4f0e,Brad Tavares,0c6d9ea8306c029e,0,42,102,41,50,111,45,1,3,33,0,82,17,69,25,8,13,62,17,20,85,41,100,41,1,2,50,0,0,,40,19,40,97,2,0,R
2eecf0c36192e40c,754968e325d6f60d,Johnny Walker,c21f26bbde777573,1,50,67,74,51,70,73,0,2,0,0,80,36,49,73,1,5,20,13,13,100,15,26,57,2,4,50,33,37,89,72,2,26,30,4,66,R
a38010639e61885c,6e380a4d73ab4f0e,Shauna Bannon,9c442aaf149ea982,0,13,38,34,42,68,62,0,1,0,0,0,5,20,25,4,9,44,4,9,44,12,33,36,1,3,33,0,2,0,38,30,30,92,7,0,R
58080e8989927500,754968e325d6f60d,Brian Ortega,def8166ff24bd237,0,55,174,31,100,225,44,0,2,0,0,8,30,138,22,20,29,69,5,7,71,54,173,31,0,0,,1,1,100,54,36,9,98,0,1,R
5538d15c4eeac3b3,754968e325d6f60d,Sergei Pavlovich,f14cf73e51b29254,0,61,133,45,63,136,46,0,3,0,0,8,35,104,34,12,14,86,14,15,93,60,131,46,1,2,50,0,0,,57,19,22,98,1,0,R
ce6bd165bef82bd7,754968e325d6f60d,Sumudaerji,3cf18e01cb6cbde3,0,73,129,56,91,150,61,0,5,0,0,17,33,75,44,17,25,68,23,29,79,67,121,55,6,8,75,0,0,,45,23,31,91,8,0,R
1452c20d964c0a63,754968e325d6f60d,Taiyilake Nueraji,7498b3ac79a3b948,0,27,38,71,31,42,74,1,3,33,0,191,25,35,71,2,3,67,0,0,,2,3,67,0,0,,25,35,71,92,7,0,7,0,92,R
0b1460c666e66d39,754968e325d6f60d,Maheshate,8c1ca54b5089d199,0,66,150,44,79,166,48,0,7,0,0,12,42,118,36,12,18,67,12,14,86,60,143,42,6,7,86,0,0,,63,18,18,90,9,0,R
f55749e32ce5c6f3,754968e325d6f60d,Rongzhu,a13d755965a4ec9f,0,101,197,51,104,201,52,0,0,,0,0,65,154,42,21,28,75,15,15,100,98,189,52,3,8,38,0,0,,64,20,14,97,2,0,R
1ab1ed99a4bc5494,754968e325d6f60d,Charles Johnson,814e5233e2acf2ee,1,44,81,54,52,89,57,1,5,20,0,32,18,49,37,6,10,60,20,22,91,37,71,52,4,6,67,3,4,75,40,13,45,84,9,6,R
2f6065fe0804d1d8,754968e325d6f60d,Xiao Long,86bace9e4ad85542,0,68,214,31,81,229,35,0,0,,0,20,53,169,31,7,21,33,8,24,33,38,173,22,30,41,73,0,0,,77,10,11,55,44,0,R
130e622d4d2aee3e,754968e325d6f60d,Michel Pereira,595db60957de51d3,0,2,4,50,2,4,50,0,0,,0,0,0,1,0,2,3,67,0,0,,2,4,50,0,0,,0,0,,0,100,0,100,0,0,R
f0b7caa90faf47e5,754968e325d6f60d,Yizha,3f11fd1751fa83b1,2,13,18,72,17,23,74,0,0,,0,6,10,15,67,0,0,,3,3,100,9,12,75,2,3,67,2,3,67,76,0,23,69,15,15,R
12cedec11b37ddc0,421ccfc6ddb17958,Dricus Du Plessis,0d7b51c9d2649a6e,0,13,29,44,45,68,66,1,1,100,1,53,10,24,42,2,4,50,1,1,100,10,25,40,0,0,,3,4,75,76,15,7,76,0,23,R
7fc5f1dc2df84ac7,754968e325d6f60d,Uran Satybaldiev,02f484417a6fa69d,1,2,9,22,3,10,30,0,0,,2,70,1,4,25,0,4,0,1,1,100,2,8,25,0,0,,0,1,0,50,0,50,100,0,0,R
9fa6a029f7f8241c,421ccfc6ddb17958,Lerone Murphy,396fe87b84ac2e1c,1,8,16,50,8,16,50,0,0,,1,0,4,9,44,4,6,67,0,1,0,6,14,43,1,1,100,1,1,100,50,50,0,75,12,12,R
42585ce706c086de,421ccfc6ddb17958,Geoff Neal,b997be68943010fc,0,25,49,51,26,50,52,0,1,0,0,15,16,38,42,4,6,67,5,5,100,23,45,51,2,4,50,0,0,,64,16,20,92,8,0,R
9939d7073462e07e,421ccfc6ddb17958,Jared Cannonier,13a0275fa13c4d26,0,20,57,35,46,88,52,2,7,28,0,494,10,45,22,4,6,67,6,6,100,11,45,24,3,4,75,6,8,75,50,20,30,55,15,30,R
82338ba457fbe87f,421ccfc6ddb17958,Tim Elliott,c96d9178c9ed9e62,0,27,71,38,42,88,48,2,3,66,2,114,18,43,42,2,18,11,7,10,70,26,69,38,0,0,,1,2,50,66,7,25,96,0,3,R
5efd13a12be06706,421ccfc6ddb17958,Baisangur Susurkaev,d1feea7a4bdcd503,0,36,62,58,59,89,66,2,7,28,1,199,23,46,50,7,10,70,6,6,100,22,42,52,2,3,67,12,17,71,63,19,16,61,5,33,R
5b880d10b0ed7acc,421ccfc6ddb17958,Gerald Meerschaert,6ac9bc2953c47345,0,3,16,18,3,16,19,0,3,0,0,0,2,14,14,0,0,,1,2,50,3,16,19,0,0,,0,0,,66,0,33,100,0,0,R
a2eafd9e1d5031b1,421ccfc6ddb17958,Jessica Andrade,6a1901c62ab3870f,0,90,287,31,97,297,33,0,1,0,0,17,58,242,24,21,31,68,11,14,79,87,279,31,3,8,38,0,0,,64,23,12,96,3,0,R
1d8dc0fb5d47357f,421ccfc6ddb17958,Chase Hooper,971246648e162f0d,0,20,82,24,20,82,24,0,2,0,0,5,7,62,11,7,12,57,6,8,75,20,81,25,0,1,0,0,0,,35,35,30,100,0,0,R
bc63f1b2e52f603e,421ccfc6ddb17958,Edson Barboza,64a50dad704d1d49,0,71,120,59,73,122,60,0,0,,0,230,26,64,41,32,38,84,13,18,72,57,105,54,14,15,93,0,0,,36,45,18,80,19,0,R
88020d22cf905792,421ccfc6ddb17958,Karine Silva,9d62c2d8ee151f08,0,26,70,37,90,154,57,1,3,33,2,143,11,50,22,9,14,64,6,6,100,22,66,33,4,4,100,0,0,,42,34,23,84,15,0,R
68c423c7119004f3,421ccfc6ddb17958,Alibi Idiris,30cad5a751adcb48,0,28,56,50,50,82,61,0,1,0,0,64,9,35,26,17,19,89,2,2,100,22,48,46,6,8,75,0,0,,32,60,7,78,21,0,R
282c8c6c1ed82bfb,f2c934689243fe4e,Tatsuro Taira,4461d7e47375a895,1,7,11,63,13,20,65,4,5,80,1,281,6,10,60,0,0,,1,1,100,4,7,56,0,0,,3,4,75,85,0,14,57,0,42,R
426a69e343822ab3,f2c934689243fe4e,Mateusz Rebecki,849c5d9979df5357,0,114,267,42,123,278,44,2,6,33,0,83,88,235,37,7,13,54,19,19,100,104,256,41,10,11,91,0,0,,77,6,16,91,8,0,R
878941394f9e3538,f2c934689243fe4e,Elves Brener,48a9a128784d53d1,0,118,250,47,123,256,48,0,9,0,0,0,88,211,42,15,23,65,15,16,94,118,248,48,0,2,0,0,0,,74,12,12,100,0,0,R
c62ed8a6002b5360,f2c934689243fe4e,Karol Rosa,351c4ec637380ad5,0,33,58,56,190,224,85,2,3,66,2,685,25,47,53,6,8,75,2,3,67,14,35,40,6,6,100,13,17,76,75,18,6,42,18,39,R
ac57250e3de89d5d,f2c934689243fe4e,Neil Magny,84b3e7d38f2d2ec5,0,42,67,62,80,113,71,2,3,66,0,79,38,61,62,4,4,100,0,2,0,19,43,44,3,3,100,20,21,95,90,9,0,45,7,47,R
111e66eb922449e4,f2c934689243fe4e,Danny Silva,d964a59c48381cb6,0,69,164,42,73,168,43,1,9,11,0,22,51,135,38,12,17,71,6,12,50,68,160,42,1,4,25,0,0,,73,17,8,98,1,0,R
eeeffa7f514e0c0e,f2c934689243fe4e,Rinya Nakamura,d8c811df0386d5e8,1,12,19,63,12,19,63,0,0,,0,2,6,13,46,4,4,100,2,2,100,8,15,53,0,0,,4,4,100,50,33,16,66,0,33,R
45781930d64da456,f2c934689243fe4e,Rodolfo Vieira,260e9e0d4954aea6,0,89,159,55,96,169,56,1,14,7,0,194,51,118,43,22,25,88,16,16,100,87,155,56,2,4,50,0,0,,57,24,17,97,2,0,R
b3c695728e177fd4,f2c934689243fe4e,Nick Klein,7eaa5e31c2dd86aa,0,10,21,47,19,33,57,4,7,57,1,285,5,13,38,5,8,62,0,0,,3,11,27,7,10,70,0,0,,50,50,0,30,70,0,R
07c2af68b6dbc4ec,f2c934689243fe4e,Austin Bashi,d3f89fa685bd8420,0,2,7,28,48,67,72,1,1,100,1,173,2,7,28,0,0,,0,0,,2,6,33,0,0,,0,1,0,100,0,0,100,0,0,R
b47db03affb279c3,f2c934689243fe4e,Rafael Estevam,83455a9d17f57dae,0,33,70,47,128,204,63,5,9,55,0,642,22,50,44,5,14,36,6,6,100,25,57,44,1,1,100,7,12,57,66,15,18,75,3,21,R
d98d6b2c13557a87,f2c934689243fe4e,Piera Rodriguez,e375cb5caf4717b6,0,64,150,42,81,171,47,7,10,70,0,276,28,92,30,23,37,62,13,21,62,48,126,38,16,24,67,0,0,,43,35,20,75,25,0,R
68fe62bac7fd8bb0,6cd3dfc54f01287f,Roman Dolidze,327d5f279895110d,0,36,107,33,39,110,35,0,1,0,0,45,25,88,28,4,11,36,7,8,88,34,101,34,2,6,33,0,0,,69,11,19,94,5,0,R
37d58369782cb86b,6cd3dfc54f01287f,Steve Erceg,32ab52e5de93092d,0,20,53,37,39,82,48,3,10,30,1,287,10,42,24,10,11,91,0,0,,12,43,28,6,8,75,2,2,100,50,50,0,60,30,10,R
646c79a7ecd12e5f,6cd3dfc54f01287f,Iasmin Lucindo,abcf2cc6efc42031,0,72,151,47,100,187,53,3,7,42,0,337,56,128,44,12,19,63,4,4,100,57,130,44,11,17,65,4,4,100,77,16,5,79,15,5,R
ed5383b50ffcdded,6cd3dfc54f01287f,Miles Johns,46e0d677f91bacc0,0,83,184,45,89,191,47,5,8,62,0,192,70,170,41,12,13,92,1,1,100,78,175,45,5,8,62,0,1,0,84,14,1,93,6,0,R
98d6771af9b0ebe5,6cd3dfc54f01287f,Andre Fili,8fd808923cffff82,0,64,182,35,74,193,38,3,5,60,0,102,52,164,32,6,10,60,6,8,75,62,179,35,2,3,67,0,0,,81,9,9,96,3,0,R
75a84211f50c53f5,6cd3dfc54f01287f,Eryk Anders,cad24459b28592ca,0,7,12,58,18,24,75,1,3,33,0,78,2,7,28,4,4,100,1,1,100,4,9,44,3,3,100,0,0,,28,57,14,57,42,0,R
3d6571790c21527c,6cd3dfc54f01287f,Julius Walker,6add18754930182b,1,44,62,70,96,120,80,6,10,60,0,706,26,43,60,9,10,90,9,9,100,18,26,69,4,9,44,22,27,81,59,20,20,40,9,50,R
ae7a8f19743e8154,6cd3dfc54f01287f,Elijah Smith,7478b7f959ba61f5,0,37,46,80,61,74,82,0,0,,0,229,35,44,80,2,2,100,0,0,,1,3,33,0,0,,36,43,84,94,5,0,2,0,97,R
aef44145740741b3,6cd3dfc54f01287f,Joselyne Edwards,f9ab66e67240db7b,1,26,44,59,26,44,59,0,2,0,0,1,16,29,55,5,10,50,5,5,100,24,42,56,0,0,,2,2,100,61,19,19,92,0,7,R
7d923267c44dd93b,6cd3dfc54f01287f,Uros Medic,681399317dbf4701,1,5,9,55,6,10,60,0,0,,0,1,4,8,50,1,1,100,0,0,,3,7,43,1,1,100,1,1,100,80,20,0,60,20,20,R
d7507e2741fd4d05,b8e2f10efb6eca85,Max Holloway,150ff4cc642270b9,1,198,375,52,201,378,53,0,0,,0,92,103,253,41,64,80,80,31,42,74,182,351,52,0,1,0,16,23,70,52,32,15,91,0,8,R
6ef50ed03b116b60,6cd3dfc54f01287f,Gabriella Fernandes,a6eb54ae17a551be,0,59,114,51,59,114,52,0,0,,0,0,38,91,42,15,17,88,6,6,100,58,112,52,1,2,50,0,0,,64,25,10,98,1,0,R
857e8facd8ff7c36,6cd3dfc54f01287f,Cody Brundage,f14f644d41ade29f,0,31,65,47,43,78,55,3,7,42,0,328,26,57,46,3,5,60,2,3,67,19,45,42,12,20,60,0,0,,83,9,6,61,38,0,R
5dde61734080ac4a,b8e2f10efb6eca85,Kevin Holland,3a46b268013afede,1,82,173,47,111,207,54,1,4,25,0,127,53,126,42,13,22,59,16,25,64,60,137,44,17,27,63,5,9,56,64,15,19,73,20,6,R
23c963be9de38205,b8e2f10efb6eca85,Paulo Costa,2e5c2aa8e4ab9d82,1,99,159,62,102,162,63,0,2,0,0,13,34,89,38,41,46,89,24,24,100,87,141,62,3,3,100,9,15,60,34,41,24,87,3,9,R
acc961fd5cf5c62e,b8e2f10efb6eca85,Dan Ige,82a5152216251682,0,47,124,37,59,145,41,0,0,,0,8,24,93,26,15,23,65,8,8,100,38,109,35,3,5,60,6,10,60,51,31,17,80,6,12,R
a95b03e9b5a91e47,b8e2f10efb6eca85,Michael Johnson,511e82663651438d,1,80,195,41,81,196,41,0,1,0,0,22,27,100,27,42,81,52,11,14,79,77,189,41,0,0,,3,6,50,33,52,13,96,0,3,R
d2cb92fdf6a497e9,b8e2f10efb6eca85,Kyler Phillips,60425d07ef4b91a7,0,49,151,32,54,156,35,0,5,0,0,9,33,126,26,13,22,59,3,3,100,49,151,32,0,0,,0,0,,67,26,6,100,0,0,R
8e1feda9141602f1,b8e2f10efb6eca85,Marvin Vettori,7acbb0972e75281a,0,109,253,43,115,262,44,0,0,,0,77,98,239,41,5,7,71,6,7,86,99,240,41,4,5,80,6,8,75,89,4,5,90,3,5,R
72e477b41f44e358,b8e2f10efb6eca85,Ateba Gautier,2f815ed5f8278ba6,1,19,37,51,19,37,51,0,0,,0,1,16,34,47,3,3,100,0,0,,16,33,48,1,1,100,2,3,67,84,15,0,84,5,10,R
df2ed8b509fbdbdc,b8e2f10efb6eca85,Francisco Prado,3920d0cc288f9b0d,0,47,77,61,64,94,68,3,10,30,1,409,34,58,59,5,11,45,8,8,100,34,62,55,5,5,100,8,10,80,72,10,17,72,10,17,R
37bc72d5d211b189,b8e2f10efb6eca85,Adam Fugitt,a01a62132460a98d,0,14,27,51,16,29,55,0,3,0,0,59,5,16,31,2,4,50,7,7,100,13,23,56,1,4,25,0,0,,35,14,50,92,7,0,R
798652dbea086910,b8e2f10efb6eca85,Jimmy Crute,70e1f8a821b72c8b,0,5,18,27,11,27,41,3,6,50,2,138,5,18,28,0,0,,0,0,,4,17,24,0,0,,1,1,100,100,0,0,80,0,20,R
182ee320edb1b5ed,b8e2f10efb6eca85,Ryan Spann,a67f5afa8d6a1b80,0,8,19,42,8,19,42,1,1,100,2,134,8,19,42,0,0,,0,0,,2,10,20,0,0,,6,9,67,100,0,0,25,0,75,R
74099d470e8d2765,b8e2f10efb6eca85,Brunno Ferreira,1e719d4b676dc19a,0,7,9,77,9,11,82,1,1,100,1,67,4,5,80,1,2,50,2,2,100,6,8,75,0,0,,1,1,100,57,14,28,85,0,14,R
a602c68147b752b2,b8e2f10efb6eca85,Carli Judice,f1ab6f37492c630a,1,109,225,48,117,235,50,0,0,,0,78,85,193,44,24,32,75,0,0,,96,210,46,10,12,83,3,3,100,77,22,0,88,9,2,R
6b8be0ee3e569ad2,28d8638ea0a71908,Robert Whittaker,e1147d3d2dabe1ce,1,66,142,46,70,146,48,0,0,,0,36,62,135,46,4,7,56,0,0,,51,123,41,4,5,80,11,14,79,93,6,0,77,6,16,R
d4d4ee045b0ca695,28d8638ea0a71908,Petr Yan,d661ce4da776fc20,0,81,146,55,130,202,64,1,3,33,0,191,63,122,52,10,12,83,8,12,67,58,114,51,23,32,72,0,0,,77,12,9,71,28,0,R
582d66ce97309e29,28d8638ea0a71908,Shara Magomedov,06734ca9d88dec3a,0,93,142,65,103,153,67,0,1,0,0,57,42,82,51,27,33,82,24,27,89,58,93,62,30,39,77,5,10,50,45,29,25,62,32,5,R
887c61da1a78a5e1,28d8638ea0a71908,Asu Almabayev,8d3273573b85be09,0,22,42,52,55,90,61,7,16,43,2,566,12,26,46,5,11,45,5,5,100,13,20,65,3,6,50,6,16,38,54,22,22,59,13,27,R
77f960d82cda0b76,28d8638ea0a71908,Nikita Krylov,1091d4d957141094,0,16,34,47,16,34,47,0,0,,0,0,6,20,30,3,5,60,7,9,78,16,34,47,0,0,,0,0,,37,18,43,100,0,0,R
e72c691b7c68b03a,28d8638ea0a71908,Bryce Mitchell,d9c6f19f958643e9,0,13,20,65,39,51,76,3,9,33,0,584,3,6,50,7,11,64,3,3,100,5,11,45,8,9,89,0,0,,23,53,23,38,61,0,R
7c075e3383198e14,28d8638ea0a71908,Muslim Salikhov,447f9858ae78f921,1,3,9,33,3,9,33,0,0,,0,0,1,4,25,1,4,25,1,1,100,3,9,33,0,0,,0,0,,33,33,33,100,0,0,R
017a825c7820d12e,28d8638ea0a71908,Davey Grant,113df4fde64735c6,0,66,130,50,66,133,50,0,0,,0,19,17,67,25,27,39,69,22,24,92,65,128,51,1,1,100,0,1,0,25,40,33,98,1,0,R
3e6067763978d862,28d8638ea0a71908,Amanda Ribas,beecb672a279223e,0,30,72,41,77,122,63,1,3,33,0,18,18,57,32,5,6,83,7,9,78,29,68,43,1,4,25,0,0,,60,16,23,96,3,0,R
f9dac7702609669f,28d8638ea0a71908,Ibo Aslan,6e8f1bcdda94ff45,0,28,78,35,29,80,36,0,0,,0,0,10,57,18,8,10,80,10,11,91,28,78,36,0,0,,0,0,,35,28,35,100,0,0,R
23ddf51ce630028d,28d8638ea0a71908,Mohammad Yahya,3753714927f18437,0,57,151,37,60,154,39,0,4,0,0,5,41,126,33,14,21,67,2,4,50,57,151,38,0,0,,0,0,,71,24,3,100,0,0,R
0a598768f5c8d540,28d8638ea0a71908,Martin Buday,8eb046f83e82bf26,0,41,86,47,92,150,61,0,0,,0,171,30,74,41,5,5,100,6,7,86,36,74,49,4,6,67,1,6,17,73,12,14,87,9,2,R
0adfc21045c02555,7b03d9df5910917d,Derrick Lewis,d3df1add9d9a7efb,1,9,17,52,10,21,48,0,0,,0,12,8,16,50,1,1,100,0,0,,2,6,33,1,2,50,6,9,67,88,11,0,22,11,66,R
f368475c366c6d85,7b03d9df5910917d,Calvin Kattar,751de04455cfaac0,0,26,123,21,26,123,21,0,0,,0,21,21,116,18,3,5,60,2,2,100,26,123,21,0,0,,0,0,,80,11,7,100,0,0,R
2a03bc4c491b4c9a,7b03d9df5910917d,Stephen Thompson,4a28cb716c19157a,0,42,92,45,78,135,57,0,2,0,0,28,21,61,34,14,20,70,7,11,64,37,83,45,3,5,60,2,4,50,50,33,16,88,7,4,R
4e5d4a36eaaa3a78,7b03d9df5910917d,Nate Landwehr,583ee11abddfc581,0,63,155,40,65,158,41,0,0,,0,22,54,142,38,7,9,78,2,4,50,63,153,41,0,2,0,0,0,,85,11,3,100,0,0,R
4b75d3b7738cb278,7b03d9df5910917d,Vitor Petrino,71171fc96445bf65,0,3,6,50,17,22,77,1,1,100,2,183,2,4,50,0,0,,1,2,50,1,2,50,0,0,,2,4,50,66,0,33,33,0,66,R
b19bf99c7eb796bc,7b03d9df5910917d,Junior Tafa,c15fa95b9a12fde4,0,24,38,63,25,39,64,0,0,,0,27,21,35,60,3,3,100,0,0,,6,14,43,10,10,100,8,14,56,87,12,0,25,41,33,R
d5e3be7a07c48b08,7b03d9df5910917d,Jake Matthews,a845f0735bc67405,0,3,7,42,5,9,56,1,1,100,1,29,3,7,43,0,0,,0,0,,2,5,40,1,2,50,0,0,,100,0,0,66,33,0,R
236f811290163dca,7b03d9df5910917d,Max Griffin,b0d6a1d8ac3d563d,0,59,178,33,63,185,34,0,0,,0,63,38,147,26,14,21,67,7,10,70,58,175,33,1,3,33,0,0,,64,23,11,98,1,0,R
5c650ae2193ab1bc,7b03d9df5910917d,Kennedy Nzechukwu,8667caa0451d245b,0,0,0,,0,0,,0,0,,0,3,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,33,34,33,33,34,33,R
46bc1338a50cbeac,7b03d9df5910917d,Lauren Murphy,729d4bd5a6cd0a97,0,38,145,26,67,179,37,2,9,22,2,63,38,144,26,0,0,,0,1,0,34,140,24,4,5,80,0,0,,100,0,0,89,10,0,R
7a64d63e12618ba7,66766984842c13dc,Ilia Topuria,54f64b5e283b0ce7,1,21,29,72,24,32,75,0,0,,0,61,17,23,74,3,3,100,1,3,33,18,24,75,0,0,,3,5,60,80,14,4,85,0,14,R
7f33fbdc35afd721,7b03d9df5910917d,Mitch Ramirez,e99eb0ef25885de5,0,51,111,45,57,118,48,0,2,0,0,5,27,85,32,8,10,80,16,16,100,46,105,44,5,6,83,0,0,,52,15,31,90,9,0,R
120d66cb0da0f3c3,7b03d9df5910917d,Fatima Kline,745fa7b605f8e2da,1,92,181,50,95,187,51,0,2,0,0,40,57,132,43,26,35,74,9,14,64,75,160,47,12,14,86,5,7,71,61,28,9,81,13,5,R
1ea9ad3b6e1cba79,66766984842c13dc,Beneil Dariush,08af939f41b5a57b,0,56,107,52,77,131,59,5,5,100,0,353,30,73,41,10,15,67,16,19,84,47,95,49,4,5,80,5,7,71,53,17,28,83,7,8,R
8308464729ea7c40,66766984842c13dc,Alexandre Pantoja,a0f0004aadf10b71,0,42,76,55,70,107,65,3,6,50,2,440,28,61,46,10,10,100,4,5,80,40,74,54,0,0,,2,2,100,66,23,9,95,0,4,R
f722b96ae6862843,66766984842c13dc,Brandon Royval,6e15f63b6c2e2c15,0,215,467,46,216,468,46,0,0,,0,0,179,422,42,22,27,81,14,18,78,205,451,45,10,16,62,0,0,,83,10,6,95,4,0,R
f6a3c78f15ff26c7,66766984842c13dc,Payton Talbott,6e743a33d56bdaa4,0,59,118,50,97,165,59,0,1,0,0,289,48,103,47,5,7,71,6,8,75,37,93,40,2,2,100,20,23,87,81,8,10,62,3,33,R
2f523b757f7f33a2,66766984842c13dc,Hyder Amil,41cc71cbf210e0fe,0,3,5,60,3,5,60,0,1,0,0,0,0,2,0,0,0,,3,3,100,3,5,60,0,0,,0,0,,0,0,100,100,0,0,R
958522de54ccc536,66766984842c13dc,Jack Hermansson,0a1942069c9ad6b6,0,30,55,54,30,55,55,0,1,0,0,0,24,49,49,2,2,100,4,4,100,30,54,56,0,1,0,0,0,,80,6,13,100,0,0,R
815ff62ca8e217be,66766984842c13dc,Viviane Araujo,36541f1e6c5d4955,0,22,51,43,39,69,56,0,0,,0,103,16,45,36,3,3,100,3,3,100,19,48,40,3,3,100,0,0,,72,13,13,86,13,0,R
9bff9fe298e63357,66766984842c13dc,Niko Price,d8da10db80131bec,0,34,61,55,46,76,61,0,2,0,0,0,19,43,44,4,7,56,11,11,100,27,49,55,3,4,75,4,8,50,55,11,32,79,8,11,R
043172689e415438,66766984842c13dc,Jhonata Diniz,25f9a5f3e8a52618,0,112,182,61,112,182,62,0,0,,0,0,94,160,59,3,7,43,15,15,100,111,179,62,1,3,33,0,0,,83,2,13,99,0,0,R
d7be78c400e7e0f9,66766984842c13dc,Terrance McKinney,809bd1a871491508,0,1,2,50,1,2,50,1,1,100,2,47,1,2,50,0,0,,0,0,,0,0,,0,0,,1,2,50,100,0,0,0,0,100,R
a1afc16e21d1a807,400c7b43c86d27d3,Rafael Fiziev,c814b4c899793af6,0,62,113,54,87,141,62,4,4,100,0,103,31,72,43,25,34,74,6,7,86,52,96,54,5,7,71,5,10,50,50,40,9,83,8,8,R
8e5744c664fec3e9,400c7b43c86d27d3,Curtis Blaydes,fa6796c55d6c5440,0,56,95,58,101,143,71,2,15,13,0,321,34,71,48,3,4,75,19,20,95,44,82,54,12,13,92,0,0,,60,5,33,78,21,0,R
03bc32bdb5a33496,400c7b43c86d27d3,Jamahal Hill,5444c5a201d3ee5a,0,69,172,40,70,173,40,0,0,,0,0,47,142,33,7,12,57,15,18,83,68,170,40,0,1,0,1,1,100,68,10,21,98,0,1,R
36ec204f47e4d613,400c7b43c86d27d3,Tofiq Musayev,ae81a3ac7b260411,0,2,6,33,17,23,74,0,0,,0,12,0,4,0,2,2,100,0,0,,2,6,33,0,0,,0,0,,0,100,0,100,0,0,R
7513a00037094075,400c7b43c86d27d3,Nazim Sadykhov,ff62013d2fce6d13,1,93,150,62,102,161,63,0,1,0,0,89,60,114,53,25,27,93,8,9,89,58,109,53,33,38,87,2,3,67,64,26,8,62,35,2,R
19764211af05674c,400c7b43c86d27d3,Muhammad Naimov,8d11d9c13e2ccdf7,0,18,54,33,70,119,59,1,3,33,1,173,11,45,24,3,3,100,4,6,67,16,50,32,2,4,50,0,0,,61,16,22,88,11,0,R
e512b80bbaea36c2,400c7b43c86d27d3,Seokhyeon Ko,4a07b1988477502c,0,33,61,54,80,127,63,6,9,66,1,615,25,51,49,5,6,83,3,4,75,14,32,44,3,6,50,16,23,70,75,15,9,42,9,48,R
fff3218758c513b8,400c7b43c86d27d3,Daria Zhelezniakova,07047eb7d17fb0a2,0,99,223,44,103,228,45,0,0,,0,0,67,172,39,32,51,63,0,0,,98,220,45,1,3,33,0,0,,67,32,0,98,1,0,R
