fight_key,event_date,location,weight_class,method,finish_round,finish_time,scraped_at,source_url,fighter,opponent,kd,sig_landed,sig_attempted,sig_pct,tot_landed,tot_attempted,td_landed,td_attempted,td_pct,sub_attempts,passes,reversals,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,dist_landed,dist_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,opp_kd,opp_sig_landed,opp_sig_attempted,opp_td_landed,opp_td_attempted,opp_sub_attempts,opp_passes,opp_reversals
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|jan-blachowicz-v-bogdan-guskov,"December 06, 2025","Las Vegas, Nevada, USA",Heavyweight,Decision - Majority,3,5:00,2026-03-01 02:39:55,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/jan-blachowicz-v-bogdan-guskov/,Bogdan Guskov,Jan Blachowicz,1,80,140,57.14,98,160,0,0,0.0,0,0,0,69,127,2,3,9,10,52,96,0,0,28,44,1,84,149,0,0,1,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|grant-dawson-v-manuel-torres,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,KO/TKO,1,2:25,2026-03-01 02:39:58,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/grant-dawson-v-manuel-torres/,Grant Dawson,Manuel Torres,0,8,21,38.1,8,21,0,2,0.0,0,,0,4,13,2,4,2,4,8,21,0,0,0,0,1,9,17,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|grant-dawson-v-manuel-torres,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,KO/TKO,1,2:25,2026-03-01 02:39:58,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/grant-dawson-v-manuel-torres/,Manuel Torres,Grant Dawson,1,9,17,52.94,9,17,0,0,0.0,0,,0,5,12,4,5,0,0,8,12,0,0,1,5,0,8,21,0,2,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|terrance-mckinney-v-chris-duncan,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,Submission,1,2:30,2026-03-01 02:40:00,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/terrance-mckinney-v-chris-duncan/,Terrance Mckinney,Chris Duncan,0,31,57,54.39,31,57,0,0,0.0,0,,0,26,50,5,7,0,0,24,45,6,11,1,1,1,38,55,1,2,1,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|terrance-mckinney-v-chris-duncan,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,Submission,1,2:30,2026-03-01 02:40:00,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/terrance-mckinney-v-chris-duncan/,Chris Duncan,Terrance Mckinney,1,38,55,69.09,53,75,1,2,50.0,1,,0,36,51,2,3,0,1,10,20,6,8,22,27,0,31,57,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|maycee-barber-v-karine-silva,"December 06, 2025","Las Vegas, Nevada, USA",Flyweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:03,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/maycee-barber-v-karine-silva/,Maycee Barber,Karine Silva,0,55,85,64.71,89,130,3,5,60.0,0,0,1,41,66,4,7,10,12,30,52,0,1,25,32,0,21,45,2,3,0,0,1
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|maycee-barber-v-karine-silva,"December 06, 2025","Las Vegas, Nevada, USA",Flyweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:03,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/maycee-barber-v-karine-silva/,Karine Silva,Maycee Barber,0,21,45,46.67,57,87,2,3,66.67,0,0,1,8,30,4,5,9,10,16,32,1,4,4,9,0,55,85,3,5,0,0,1
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|nazim-sadykhov-v-fares-ziam,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,KO/TKO,2,4:59,2026-03-01 02:40:05,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/nazim-sadykhov-v-fares-ziam/,Nazim Sadykhov,Fares Ziam,0,4,16,25.0,7,21,0,2,0.0,0,0,0,1,11,0,0,3,5,4,16,0,0,0,0,1,31,49,2,5,2,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|nazim-sadykhov-v-fares-ziam,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,KO/TKO,2,4:59,2026-03-01 02:40:05,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/nazim-sadykhov-v-fares-ziam/,Fares Ziam,Nazim Sadykhov,1,31,49,63.27,76,96,2,5,40.0,2,0,0,21,36,2,3,8,10,18,31,4,5,9,13,0,4,16,0,2,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|marvin-vettori-v-brunno-ferreira,"December 06, 2025","Las Vegas, Nevada, USA",Middleweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:07,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/marvin-vettori-v-brunno-ferreira/,Marvin Vettori,Brunno Ferreira,0,88,186,47.31,90,188,1,4,25.0,0,0,0,78,176,1,1,9,9,86,181,2,4,0,1,0,77,149,1,7,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|marvin-vettori-v-brunno-ferreira,"December 06, 2025","Las Vegas, Nevada, USA",Middleweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:07,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/marvin-vettori-v-brunno-ferreira/,Brunno Ferreira,Marvin Vettori,0,77,149,51.68,77,149,1,7,14.29,0,0,0,60,130,9,10,8,9,73,143,3,3,1,3,0,88,186,1,4,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|edson-barboza-v-jalin-turner,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,KO/TKO,1,2:24,2026-03-01 02:40:09,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/edson-barboza-v-jalin-turner/,Edson Barboza,Jalin Turner,0,10,20,50.0,10,20,0,0,0.0,0,,1,4,14,4,4,2,2,10,19,0,1,0,0,2,39,66,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|edson-barboza-v-jalin-turner,"December 06, 2025","Las Vegas, Nevada, USA",Lightweight,KO/TKO,1,2:24,2026-03-01 02:40:09,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/edson-barboza-v-jalin-turner/,Jalin Turner,Edson Barboza,2,39,66,59.09,43,73,0,0,0.0,0,,0,29,55,8,9,2,2,33,53,5,10,1,3,0,10,20,0,0,0,,1
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|iwo-baraniewski-v-ibo-aslan,"December 06, 2025","Las Vegas, Nevada, USA",Heavyweight,KO/TKO,1,1:29,2026-03-01 02:40:12,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/iwo-baraniewski-v-ibo-aslan/,Iwo Baraniewski,Ibo Aslan,2,22,32,68.75,28,39,0,1,0.0,0,,0,18,27,3,4,1,1,6,14,6,6,10,12,1,30,53,0,1,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|iwo-baraniewski-v-ibo-aslan,"December 06, 2025","Las Vegas, Nevada, USA",Heavyweight,KO/TKO,1,1:29,2026-03-01 02:40:12,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/iwo-baraniewski-v-ibo-aslan/,Ibo Aslan,Iwo Baraniewski,1,30,53,56.6,31,54,0,1,0.0,0,,0,29,47,0,4,1,2,19,35,11,18,0,0,2,22,32,0,1,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|mansur-abdul-malik-v-antonio-trocoli,"December 06, 2025","Las Vegas, Nevada, USA",Middleweight,Submission,1,1:09,2026-03-01 02:40:14,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/mansur-abdul-malik-v-antonio-trocoli/,Mansur Abdul Malik,Antonio Trocoli,0,2,4,50.0,2,4,1,1,100.0,1,,0,2,4,0,0,0,0,1,3,0,0,1,1,0,3,6,0,1,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|mansur-abdul-malik-v-antonio-trocoli,"December 06, 2025","Las Vegas, Nevada, USA",Middleweight,Submission,1,1:09,2026-03-01 02:40:14,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/mansur-abdul-malik-v-antonio-trocoli/,Antonio Trocoli,Mansur Abdul Malik,0,3,6,50.0,3,6,0,1,0.0,0,,0,2,4,0,1,1,1,3,6,0,0,0,0,0,2,4,1,1,1,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|muhammad-naimov-v-mairon-santos,"December 06, 2025","Las Vegas, Nevada, USA",Featherweight,KO/TKO,3,0:21,2026-03-01 02:40:16,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/muhammad-naimov-v-mairon-santos/,Muhammad Naimov,Mairon Santos,0,18,48,37.5,35,69,0,5,0.0,0,0,0,7,29,6,10,5,9,13,40,5,8,0,0,1,27,45,0,1,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-323-dvalishvili-vs-yan-2|muhammad-naimov-v-mairon-santos,"December 06, 2025","Las Vegas, Nevada, USA",Featherweight,KO/TKO,3,0:21,2026-03-01 02:40:16,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-323-dvalishvili-vs-yan-2/muhammad-naimov-v-mairon-santos/,Mairon Santos,Muhammad Naimov,1,27,45,60.0,43,61,0,1,0.0,0,0,0,11,27,8,10,8,8,19,34,7,8,1,3,0,18,48,0,5,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|arman-tsarukyan-v-dan-hooker,,,Lightweight,Submission,2,3:34,2026-03-01 02:40:18,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/arman-tsarukyan-v-dan-hooker/,Arman Tsarukyan,Dan Hooker,0,42,60,70.0,69,89,2,4,50.0,1,0,0,33,49,3,5,6,6,18,31,2,2,22,27,0,10,33,0,0,2,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|arman-tsarukyan-v-dan-hooker,,,Lightweight,Submission,2,3:34,2026-03-01 02:40:18,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/arman-tsarukyan-v-dan-hooker/,Dan Hooker,Arman Tsarukyan,0,10,33,30.3,17,41,0,0,0.0,2,0,0,3,20,6,12,1,1,9,30,1,3,0,0,0,42,60,2,4,1,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|belal-muhammad-v-ian-machado-garry,,,Welterweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:20,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/belal-muhammad-v-ian-machado-garry/,Belal Muhammad,Ian Machado Garry,0,56,139,40.29,97,197,0,7,0.0,0,0,0,45,126,8,9,3,4,52,131,4,8,0,0,0,72,141,0,2,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|belal-muhammad-v-ian-machado-garry,,,Welterweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:20,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/belal-muhammad-v-ian-machado-garry/,Ian Machado Garry,Belal Muhammad,0,72,141,51.06,96,167,0,2,0.0,0,0,0,35,98,10,15,27,28,66,134,6,7,0,0,0,56,139,0,7,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|volkan-oezdemir-v-alonzo-menifield,,,Heavyweight,KO/TKO,1,1:27,2026-03-01 02:40:22,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/volkan-oezdemir-v-alonzo-menifield/,Volkan Oezdemir,Alonzo Menifield,1,13,35,37.14,14,37,0,0,0.0,0,,0,12,33,0,1,1,1,13,35,0,0,0,0,0,2,7,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|volkan-oezdemir-v-alonzo-menifield,,,Heavyweight,KO/TKO,1,1:27,2026-03-01 02:40:22,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/volkan-oezdemir-v-alonzo-menifield/,Alonzo Menifield,Volkan Oezdemir,0,2,7,28.57,2,7,0,0,0.0,0,,0,1,5,1,2,0,0,2,7,0,0,0,0,1,13,35,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|jack-hermansson-v-myktybek-orolbai,,,Welterweight,KO/TKO,1,2:46,2026-03-01 02:40:25,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/jack-hermansson-v-myktybek-orolbai/,Jack Hermansson,Myktybek Orolbai,0,19,38,50.0,19,38,0,0,0.0,0,,0,9,25,5,8,5,5,17,36,2,2,0,0,1,15,33,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|jack-hermansson-v-myktybek-orolbai,,,Welterweight,KO/TKO,1,2:46,2026-03-01 02:40:25,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/jack-hermansson-v-myktybek-orolbai/,Myktybek Orolbai,Jack Hermansson,1,15,33,45.45,15,33,0,0,0.0,0,,0,9,25,3,5,3,3,13,31,1,1,1,1,0,19,38,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|waldo-cortes-acosta-v-shamil-gaziev,,,Heavyweight,KO/TKO,1,1:22,2026-03-01 02:40:27,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/waldo-cortes-acosta-v-shamil-gaziev/,Waldo Cortes Acosta,Shamil Gaziev,2,10,21,47.62,15,26,0,0,0.0,0,,0,8,19,1,1,1,1,9,18,0,1,1,2,0,6,15,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|waldo-cortes-acosta-v-shamil-gaziev,,,Heavyweight,KO/TKO,1,1:22,2026-03-01 02:40:27,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/waldo-cortes-acosta-v-shamil-gaziev/,Shamil Gaziev,Waldo Cortes Acosta,0,6,15,40.0,6,15,0,0,0.0,0,,0,4,13,1,1,1,1,6,15,0,0,0,0,2,10,21,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|bogdan-grad-v-luke-riley,,,Featherweight,KO/TKO,2,0:30,2026-03-01 02:40:32,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/bogdan-grad-v-luke-riley/,Bogdan Grad,Luke Riley,0,7,13,53.85,17,24,4,7,57.14,0,0,0,6,12,1,1,0,0,1,5,2,2,4,6,1,14,23,0,0,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|bogdan-grad-v-luke-riley,,,Featherweight,KO/TKO,2,0:30,2026-03-01 02:40:32,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/bogdan-grad-v-luke-riley/,Luke Riley,Bogdan Grad,1,14,23,60.87,20,32,0,0,0.0,0,0,0,11,19,1,2,2,2,4,11,1,1,9,11,0,7,13,4,7,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|nicolas-dalby-v-saygid-izagakhmaev,,,Welterweight,Decision - Split,3,5:00,2026-03-01 02:40:35,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/nicolas-dalby-v-saygid-izagakhmaev/,Nicolas Dalby,Saygid Izagakhmaev,0,26,63,41.27,87,140,0,2,0.0,0,0,1,13,41,8,16,5,6,11,40,13,21,2,2,0,20,34,4,10,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|nicolas-dalby-v-saygid-izagakhmaev,,,Welterweight,Decision - Split,3,5:00,2026-03-01 02:40:35,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/nicolas-dalby-v-saygid-izagakhmaev/,Saygid Izagakhmaev,Nicolas Dalby,0,20,34,58.82,65,88,4,10,40.0,0,0,0,11,23,9,10,0,1,8,19,10,12,2,3,0,26,63,0,2,0,0,1
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|alex-perez-v-asu-almabayev,,,Flyweight,Submission,3,0:22,2026-03-01 02:40:38,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/alex-perez-v-asu-almabayev/,Alex Perez,Asu Almabayev,0,40,98,40.82,84,143,3,5,60.0,0,0,0,14,57,15,23,11,18,32,85,3,7,5,6,0,36,90,2,5,1,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|alex-perez-v-asu-almabayev,,,Flyweight,Submission,3,0:22,2026-03-01 02:40:38,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/alex-perez-v-asu-almabayev/,Asu Almabayev,Alex Perez,0,36,90,40.0,68,126,2,5,40.0,1,0,0,24,76,8,10,4,4,32,84,4,6,0,0,0,40,98,3,5,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|abdul-rakhman-yakhyaev-v-rafael-cerqueira,,,Heavyweight,Submission,1,0:33,2026-03-01 02:40:40,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/abdul-rakhman-yakhyaev-v-rafael-cerqueira/,Abdul Rakhman Yakhyaev,Rafael Cerqueira,1,6,10,60.0,11,16,1,1,100.0,1,,0,6,10,0,0,0,0,3,4,0,0,3,6,0,0,1,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|abdul-rakhman-yakhyaev-v-rafael-cerqueira,,,Heavyweight,Submission,1,0:33,2026-03-01 02:40:40,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/abdul-rakhman-yakhyaev-v-rafael-cerqueira/,Rafael Cerqueira,Abdul Rakhman Yakhyaev,0,0,1,0.0,0,1,0,0,0.0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,10,1,1,1,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|bekzat-almakhan-v-aleksandre-topuria,,,Bantamweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:43,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/bekzat-almakhan-v-aleksandre-topuria/,Bekzat Almakhan,Aleksandre Topuria,0,39,119,32.77,42,122,0,1,0.0,0,0,0,26,102,8,11,5,6,38,116,1,2,0,1,0,47,81,2,7,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|bekzat-almakhan-v-aleksandre-topuria,,,Bantamweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:43,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/bekzat-almakhan-v-aleksandre-topuria/,Aleksandre Topuria,Bekzat Almakhan,0,47,81,58.02,55,89,2,7,28.57,0,0,0,45,75,1,5,1,1,44,77,1,2,2,2,0,39,119,0,1,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|ismail-naurdiev-v-ryan-loder,,,Middleweight,KO/TKO,1,1:26,2026-03-01 02:40:46,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/ismail-naurdiev-v-ryan-loder/,Ismail Naurdiev,Ryan Loder,1,3,6,50.0,3,6,0,0,0.0,0,,0,2,5,1,1,0,0,3,6,0,0,0,0,0,1,4,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|ismail-naurdiev-v-ryan-loder,,,Middleweight,KO/TKO,1,1:26,2026-03-01 02:40:46,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/ismail-naurdiev-v-ryan-loder/,Ryan Loder,Ismail Naurdiev,0,1,4,25.0,1,4,0,0,0.0,0,,0,1,4,0,0,0,0,1,4,0,0,0,0,1,3,6,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|nurullo-aliev-v-shem-rock,,,Lightweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:49,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/nurullo-aliev-v-shem-rock/,Nurullo Aliev,Shem Rock,0,51,117,43.59,63,133,1,5,20.0,1,0,0,37,97,10,14,4,6,43,105,7,11,1,1,0,44,104,1,9,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|nurullo-aliev-v-shem-rock,,,Lightweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:49,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/nurullo-aliev-v-shem-rock/,Shem Rock,Nurullo Aliev,0,44,104,42.31,77,141,1,9,11.11,0,0,0,9,53,18,32,17,19,40,97,4,7,0,0,0,51,117,1,5,1,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|marek-bujlo-v-denzel-freeman,,,Heavyweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:50,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/marek-bujlo-v-denzel-freeman/,Marek Bujlo,Denzel Freeman,0,31,80,38.75,31,80,0,0,0.0,0,0,0,3,22,6,14,22,44,31,79,0,0,0,1,0,49,79,0,0,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-fight-night-tsarukyan-vs-hooker|marek-bujlo-v-denzel-freeman,,,Heavyweight,Decision - Unanimous,3,5:00,2026-03-01 02:40:50,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-fight-night-tsarukyan-vs-hooker/marek-bujlo-v-denzel-freeman/,Denzel Freeman,Marek Bujlo,0,49,79,62.03,49,79,0,0,0.0,0,0,0,19,43,6,10,24,26,45,73,4,6,0,0,0,31,80,0,0,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|jack-della-maddalena-v-islam-makhachev,"November 15, 2025","New York City, New York, USA",,Decision - Unanimous,5,5:00,2026-03-01 02:40:52,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/jack-della-maddalena-v-islam-makhachev/,Jack Della Maddalena,Islam Makhachev,0,18,61,29.51,30,74,0,1,0.0,0,0,0,10,45,6,12,2,4,14,56,4,5,0,0,0,30,57,4,4,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|jack-della-maddalena-v-islam-makhachev,"November 15, 2025","New York City, New York, USA",,Decision - Unanimous,5,5:00,2026-03-01 02:40:52,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/jack-della-maddalena-v-islam-makhachev/,Islam Makhachev,Jack Della Maddalena,0,30,57,52.63,140,188,4,4,100.0,0,0,0,14,40,6,7,10,10,20,41,3,4,7,12,0,18,61,0,1,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|valentina-shevchenko-v-zhang-weili,"November 15, 2025","New York City, New York, USA",,Decision - Unanimous,5,5:00,2026-03-01 02:40:54,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/valentina-shevchenko-v-zhang-weili/,Valentina Shevchenko,Zhang Weili,0,41,68,60.29,137,186,5,6,83.33,0,0,0,21,44,14,17,6,7,27,47,8,14,6,7,0,32,98,0,1,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|valentina-shevchenko-v-zhang-weili,"November 15, 2025","New York City, New York, USA",,Decision - Unanimous,5,5:00,2026-03-01 02:40:54,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/valentina-shevchenko-v-zhang-weili/,Zhang Weili,Valentina Shevchenko,0,32,98,32.65,80,161,0,1,0.0,0,0,0,9,59,13,26,10,13,25,90,7,8,0,0,0,41,68,5,6,0,0,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|sean-brady-v-michael-morales,"November 15, 2025","New York City, New York, USA",Welterweight,KO/TKO,1,3:27,2026-03-01 02:40:56,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/sean-brady-v-michael-morales/,Sean Brady,Michael Morales,0,8,22,36.36,8,22,0,1,0.0,0,,0,5,15,0,0,3,7,8,22,0,0,0,0,1,24,52,0,0,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|sean-brady-v-michael-morales,"November 15, 2025","New York City, New York, USA",Welterweight,KO/TKO,1,3:27,2026-03-01 02:40:56,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/sean-brady-v-michael-morales/,Michael Morales,Sean Brady,1,24,52,46.15,24,52,0,0,0.0,0,,0,24,50,0,1,0,1,21,47,0,1,3,4,0,8,22,0,1,0,,0
sports-statistics.com|ufc|ufc-fight-statistics|ufc-322-della-maddalena-vs-makhachev|leon-edwards-v-carlos-prates,"November 15, 2025","New York City, New York, USA",Welterweight,KO/TKO,2,1:28,2026-03-01 02:40:58,https://sports-statistics.com/ufc/ufc-fight-statistics/ufc-322-della-maddalena-vs-makhachev/leon-edwards-v-carlos-prates/,Leon Edwards,Carlos Prates,0,12,17,70.59,25,30,2,3,66.67,0,0,0,4,8,0,0,8,9,11,16,1,1,0,0,1,21,32,0,0,0,0,0
